specialty_id,specialty_name,x,y,cluster_id,cluster_name,representative_total_gme_years,average_total_compensation_usd,female_resident_percent,procedure_profile,procedure_intensity,training_duration_z,clinical_work_intensity_z,scientific_activity_index_z,private_practice_z,salary_z,workforce_burden_z,competitiveness_z,female_representation_z,procedure_intensity_z
complex-family-planning,Complex Family Planning,-0.878578667340,-3.25413836220,6,Cluster 6: high clinical intensity + higher female representation,6.00000000000,410000.000000,98.4848480225,procedure-dominant,1.00000000000,0.636721432209,2.59363389015,-0.864909410477,0.346314728260,-0.186912119389,-0.204533964396,-0.778540849686,2.43964672089,1.26616609097
gynecologic-oncology,Gynecologic Oncology,-0.771715296491,-3.39522098636,6,Cluster 6: high clinical intensity + higher female representation,7.00000000000,410000.000000,79.6153869629,procedure-dominant,1.00000000000,1.35365974903,2.59363389015,-0.864909410477,0.346314728260,-0.186912119389,-0.204533964396,8.977358788252e-2,1.49061965942,1.26616609097
maternal-fetal-medicine,Maternal-Fetal Medicine,-0.746348937324,-3.36626465824,6,Cluster 6: high clinical intensity + higher female representation,7.00000000000,410000.000000,80.2247161865,mixed-procedural-clinical,0.500000000000,1.35365974903,2.59363389015,-0.864909410477,0.346314728260,-0.186912119389,-0.204533964396,-0.214572653174,1.52126562595,0.148500964046
reproductive-endocrinology-and-infertility,Reproductive Endocrinology and Infertility,-3.54933966412,-8.23075414051,3,Cluster 3: procedure-oriented + long training,7.00000000000,410000.000000,80.4347839355,procedure-dominant,1.00000000000,1.35365974903,-0.618267297745,-0.864909410477,0.346314728260,-0.186912119389,-0.204533964396,0.302647083998,1.53183066845,1.26616609097
urogynecology-and-reconstructive-pelvic-surgery,Urogynecology and Reconstructive Pelvic Surgery,-0.842478942254,-3.39249659804,6,Cluster 6: high clinical intensity + higher female representation,7.00000000000,410000.000000,82.2429885864,procedure-dominant,1.00000000000,1.35365974903,2.59363389015,-0.864909410477,0.346314728260,-0.186912119389,-0.204533964396,0.544265210629,1.62277328968,1.26616609097
ophthalmic-plastic-and-reconstructive-surgery,Ophthalmic Plastic and Reconstructive Surgery,-1.31271993906,-3.72877028796,noise,Unclustered,6.00000000000,553000.000000,100.000000000,procedure-dominant,1.00000000000,0.636721432209,2.09913492203,0.105460032821,3.98843622208,0.653233826160,-0.417631536722,-0.225418806076,2.51585006714,1.26616609097
adult-reconstructive-orthopaedics,Adult Reconstructive Orthopaedics,-2.26712586563,-4.86344333500,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,5.66037702560,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,-0.655168175697,0.959426760674,-2.22889804840,1.26616609097
foot-and-ankle-orthopaedics,Foot and Ankle Orthopaedics,-2.09949868706,-4.70383960522,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,15.3846149445,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,-0.655168175697,0.959426760674,-1.73982393742,1.26616609097
hand-surgery,Hand Surgery,-1.79464294724,-4.39571275617,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,50.2919692993,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,-0.655168175697,-0.371492087841,1.581816375256e-2,1.26616609097
musculoskeletal-oncology,Musculoskeletal Oncology,-2.30938711359,-8.43758478349,2,Cluster 2: research-light + procedure-oriented,6.00000000000,801000.000000,38.4615364075,procedure-dominant,1.00000000000,0.636721432209,-0.618267297745,-0.806646704674,-6.172385811806e-2,1.69359374046,-0.257408052683,0.959426760674,-0.579185545444,1.26616609097
orthopaedic-sports-medicine,Orthopaedic Sports Medicine,-2.04410364379,-4.74356943323,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,12.6168222427,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,-0.655168175697,0.959426760674,-1.87902820110,1.26616609097
orthopaedic-surgery-of-the-spine,Orthopaedic Surgery of the Spine,-2.20754703411,-4.76896373688,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,0.00000000000,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,-0.655168175697,0.959426760674,-2.51358270645,1.26616609097
orthopaedic-trauma,Orthopaedic Trauma,-1.94658838666,-4.50410552815,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,42.1052627563,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,-0.655168175697,0.959426760674,-0.395926833153,1.26616609097
pediatric-orthopaedics,Pediatric Orthopaedics,-1.77303924121,-4.69512866111,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,801000.000000,32.2580642700,procedure-dominant,1.00000000000,0.636721432209,1.28183853626,-0.806646704674,1.50998020172,1.69359374046,0.991305410862,0.959426760674,-0.891185045242,1.26616609097
neurotology,Neurotology,-3.61915296781,-8.19216155099,3,Cluster 3: procedure-oriented + long training,7.00000000000,613000.000000,34.2105255127,procedure-dominant,1.00000000000,1.35365974903,-0.939584314823,9.428657591343e-2,1.08682918549,0.942473888397,-0.950427711010,0.640889048576,-0.792987346649,1.26616609097
pediatric-otolaryngology,Pediatric Otolaryngology,-3.11877193425,-8.18846036293,3,Cluster 3: procedure-oriented + long training,6.00000000000,613000.000000,64.2857131958,procedure-dominant,1.00000000000,0.636721432209,-0.939584314823,9.428657591343e-2,1.08682918549,0.942473888397,0.991305410862,0.640889048576,0.719624102116,1.26616609097
blood-banking-transfusion-medicine,Blood Banking/Transfusion Medicine,1.85219217405,-9.87395854795,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,50.0000000000,predominantly-clinical,0.00000000000,-1.51409363747,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,0.148184522986,0.740487575531,1.133677782491e-3,-0.969164133072
chemical-pathology,Chemical Pathology,0.394102071344,-11.4546825937,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,0.00000000000,predominantly-clinical,0.00000000000,-1.51409363747,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-1.59462714195,0.740487575531,-2.51358270645,-0.969164133072
cytopathology,Cytopathology,0.657187239098,-11.5214148573,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,66.0377349854,predominantly-clinical,0.00000000000,-1.51409363747,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-1.59462714195,0.740487575531,0.807740867138,-0.969164133072
forensic-pathology,Forensic Pathology,1.01074391041,-11.6816186259,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,57.1428565979,predominantly-clinical,0.00000000000,-1.51409363747,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-1.59462714195,-0.914052665234,0.360378891230,-0.969164133072
hematopathology,Hematopathology,0.820662726340,-11.6311888038,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,44.3548393250,predominantly-clinical,0.00000000000,-1.51409363747,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-1.59462714195,-0.376476675272,-0.282785922289,-0.969164133072
medical-microbiology,Medical Microbiology,1.09851411528,-10.5874225076,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,77.7777786255,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-0.284739017487,0.740487575531,1.39819836617,-0.969164133072
neuropathology,Neuropathology,0.478895415056,-11.4156176564,1,Cluster 1: predominantly clinical + research-intensive,6.00000000000,409000.000000,50.9090919495,predominantly-clinical,0.00000000000,-0.797155261040,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-1.59462714195,0.740487575531,4.685579985380e-2,-0.969164133072
pediatric-pathology,Pediatric Pathology,1.89455295110,-9.79946416584,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,55.5555572510,predominantly-clinical,0.00000000000,-1.51409363747,-0.168391883373,1.19506776333,-0.892913341522,-0.193769186735,0.991305410862,0.740487575531,0.280546635389,-0.969164133072
selective-pathology,Selective Pathology,0.567397879770,-11.4733915409,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,409000.000000,47.8021965027,predominantly-clinical,0.00000000000,-1.51409363747,-0.618267297745,1.19506776333,-6.172385811806e-2,-0.193769186735,-1.59462714195,0.740487575531,-0.109403297305,-0.969164133072
adolescent-medicine,Adolescent Medicine,4.96366326969,-9.85839044868,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,78.5714263916,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.148184522986,-1.48893916607,1.43811452389,-0.969164133072
child-abuse-pediatrics,Child Abuse Pediatrics,5.08379100312,-10.0290837835,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,79.5918350220,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.991305410862,-1.57031178474,1.48943531513,-0.969164133072
developmental-behavioral-pediatrics,Developmental-Behavioral Pediatrics,4.64799504344,-9.94808344236,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,87.5000000000,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.991305410862,-0.908794105053,1.88717103004,-0.969164133072
neonatal-perinatal-medicine,Neonatal-Perinatal Medicine,4.38715048104,-9.65290160668,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,75.5053482056,mixed-procedural-clinical,0.500000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.148184522986,-0.468395262957,1.28390824795,0.148500964046
pediatric-cardiology,Pediatric Cardiology,0.366136157543,-8.12743755765,8,Cluster 8: higher physician availability + more competitive training,6.00000000000,634000.000000,53.5922317505,mixed-procedural-clinical,0.500000000000,0.636721432209,0.855543136597,0.105800688267,-2.01124072075,1.03705739975,2.28932762146,6.658684462309e-2,0.181802630424,0.148500964046
pediatric-critical-care-medicine,Pediatric Critical Care Medicine,4.28872986954,-9.54303680068,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,72.0634918213,mixed-procedural-clinical,0.500000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.991305410862,-0.398238211870,1.11080217361,0.148500964046
pediatric-endocrinology,Pediatric Endocrinology,4.88420936551,-9.97107701963,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,81.3278045654,predominantly-clinical,0.00000000000,0.636721432209,-0.618267297745,0.105800688267,-0.892913341522,-1.41238546371,0.991305410862,-1.60148704052,1.57674443722,-0.969164133072
pediatric-gastroenterology,Pediatric Gastroenterology,0.343570303208,-8.14971448304,7,Cluster 7: employment-oriented + long training,6.00000000000,626000.000000,68.8760833740,mixed-procedural-clinical,0.500000000000,0.636721432209,0.579972088337,0.105800688267,-0.892913341522,1.00140023232,0.991305410862,-0.102728307247,0.950493514538,0.148500964046
pediatric-hematology-oncology,Pediatric Hematology/Oncology,4.71084151312,-9.59538429071,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,69.8113174438,predominantly-clinical,0.00000000000,0.636721432209,-0.778981804848,0.105800688267,-0.892913341522,-1.41238546371,2.71954417229,-0.633042454720,0.997530758381,-0.969164133072
pediatric-infectious-diseases,Pediatric Infectious Diseases,5.02689626799,-9.53071903877,9,Cluster 9: higher female representation + lower compensation,6.00000000000,321000.000000,59.6491241455,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-0.874066591263,0.991305410862,-1.34290862083,0.486429840326,-0.969164133072
pediatric-nephrology,Pediatric Nephrology,5.18742353194,-9.57354357437,9,Cluster 9: higher female representation + lower compensation,6.00000000000,385000.000000,70.2898559570,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-0.363572031260,0.991305410862,-2.01908564568,1.02159833908,-0.969164133072
pediatric-pulmonology,Pediatric Pulmonology,4.73077596107,-9.72580075927,9,Cluster 9: higher female representation + lower compensation,6.00000000000,265000.000000,71.2765960693,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.991305410862,-1.04274570942,1.07122576237,-0.969164133072
pediatric-rheumatology,Pediatric Rheumatology,4.94737784674,-9.70897155691,9,Cluster 9: higher female representation + lower compensation,6.00000000000,318000.000000,80.1980209351,predominantly-clinical,0.00000000000,0.636721432209,-0.168391883373,0.105800688267,-0.892913341522,-0.900432646275,0.991305410862,-1.43865609169,1.51992285252,-0.969164133072
pediatric-transplant-hepatology,Pediatric Transplant Hepatology,5.06698337046,-9.58347812580,9,Cluster 9: higher female representation + lower compensation,7.00000000000,459000.000000,86.6666641235,predominantly-clinical,0.00000000000,1.35365974903,0.579972088337,0.105800688267,-0.892913341522,0.130087792873,0.991305410862,-1.58027839661,1.84525907040,-0.969164133072
pediatric-hospital-medicine,Pediatric Hospital Medicine,4.24272173974,-9.86863391670,9,Cluster 9: higher female representation + lower compensation,5.00000000000,265000.000000,82.6271209717,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.168391883373,0.105800688267,-0.892913341522,-1.41238546371,0.991305410862,-0.205280661583,1.64209270477,-0.969164133072
brain-injury-medicine,Brain Injury Medicine,-0.483018263938,-10.3429160592,4,Cluster 4: short training + research-light,5.00000000000,348000.000000,50.0000000000,mixed-procedural-clinical,0.500000000000,-0.797155261040,-0.618267297745,-0.806646704674,-6.172385811806e-2,-0.647291362286,-0.451500266790,-0.867737948895,1.133677782491e-3,0.148500964046
spinal-cord-injury-medicine,Spinal Cord Injury Medicine,-0.412971480041,-10.3981517095,4,Cluster 4: short training + research-light,5.00000000000,348000.000000,56.0000000000,mixed-procedural-clinical,0.500000000000,-0.797155261040,-0.618267297745,-0.806646704674,-6.172385811806e-2,-0.647291362286,0.148184522986,-0.981533646584,0.302899658680,0.148500964046
pediatric-rehabilitation-medicine,Pediatric Rehabilitation Medicine,4.66083477145,-9.84271140644,9,Cluster 9: higher female representation + lower compensation,5.00000000000,265000.000000,84.6153869629,mixed-procedural-clinical,0.500000000000,-8.021687716246e-2,-0.618267297745,-0.806646704674,-0.892913341522,-1.41238546371,0.991305410862,-1.64882862568,1.74209129810,0.148500964046
craniofacial-surgery,Craniofacial Surgery,-2.21001071392,-7.73637886599,2,Cluster 2: research-light + procedure-oriented,7.00000000000,725000.000000,48.2758636475,procedure-dominant,1.00000000000,1.35365974903,-0.459040433168,-4.03129243851,1.08682918549,1.41366946697,0.493965566158,-0.225418806076,-8.558068424463e-2,1.26616609097
addiction-medicine,Addiction Medicine,2.09685240716,-9.82326212550,1,Cluster 1: predominantly clinical + research-intensive,4.00000000000,327000.000000,53.7735862732,predominantly-clinical,0.00000000000,-2.23103189468,-0.621691703796,0.519863963127,-6.172385811806e-2,-0.822065711021,0.834301650524,-0.842362403870,0.190923601389,-0.969164133072
addiction-psychiatry,Addiction Psychiatry,1.50749381433,-9.19868013226,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,351000.000000,40.5063285828,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.621691703796,0.519863963127,0.180077061057,-0.623188495636,0.834301650524,-0.738938033581,-0.476344138384,-0.969164133072
child-and-adolescent-psychiatry,Child and Adolescent Psychiatry,1.99312431381,-9.18618384657,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,265000.000000,60.5797080994,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.621691703796,0.519863963127,0.180077061057,-1.41238546371,0.834301650524,-0.236317783594,0.533233106136,-0.969164133072
forensic-psychiatry,Forensic Psychiatry,1.49839452310,-9.29074778086,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,351000.000000,46.8085098267,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.621691703796,0.519863963127,0.180077061057,-0.623188495636,0.834301650524,-0.884070098400,-0.159380123019,-0.969164133072
geriatric-psychiatry,Geriatric Psychiatry,0.966425419638,-10.8858873738,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,351000.000000,64.1025619507,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.621691703796,0.519863963127,0.180077061057,-0.623188495636,-0.871742844582,0.122341029346,0.710412681103,-0.969164133072
consultation-liaison-psychiatry,Consultation-Liaison Psychiatry,1.49121276093,-9.38863583718,1,Cluster 1: predominantly clinical + research-intensive,5.00000000000,351000.000000,47.4137916565,predominantly-clinical,0.00000000000,-8.021687716246e-2,-0.621691703796,0.519863963127,0.180077061057,-0.623188495636,0.834301650524,-1.02287435532,-0.128937870264,-0.969164133072
abdominal-radiology,Abdominal Radiology,-0.620248382265,-4.87752604395,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,691000.000000,47.8260879517,predominantly-clinical,0.00000000000,0.636721432209,1.22241330147,-8.789093792439e-2,0.436990290880,1.27879774570,0.229400098324,7.797861099243e-2,-0.108201816678,-0.969164133072
musculoskeletal-radiology,Musculoskeletal Radiology,-0.781449668432,-4.88850259638,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,691000.000000,28.1250000000,predominantly-clinical,0.00000000000,0.636721432209,1.22241330147,-8.789093792439e-2,0.436990290880,1.27879774570,0.229400098324,-0.770062804222,-1.09905481339,-0.969164133072
neuroradiology,Neuroradiology,-0.826497731896,-4.95439345415,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,691000.000000,20.0000000000,predominantly-clinical,0.00000000000,0.636721432209,1.22241330147,-8.789093792439e-2,0.436990290880,1.27879774570,0.229400098324,-0.366588711739,-1.50769627094,-0.969164133072
nuclear-radiology,Nuclear Radiology,-0.883338952227,-4.96373278643,5,Cluster 5: higher compensation + high clinical intensity,6.00000000000,691000.000000,23.0769233704,predominantly-clinical,0.00000000000,0.636721432209,1.22241330147,-8.789093792439e-2,0.436990290880,1.27879774570,0.229400098324,7.797861099243e-2,-1.35294437408,-0.969164133072
pediatric-radiology,Pediatric Radiology,-0.311412691864,-4.28727959523,6,Cluster 6: high clinical intensity + higher female representation,6.00000000000,265000.000000,32.1428565979,predominantly-clinical,0.00000000000,0.636721432209,1.22241330147,-8.789093792439e-2,0.436990290880,-1.41238546371,0.991305410862,7.797861099243e-2,-0.896979331970,-0.969164133072
complex-general-surgical-oncology,Complex General Surgical Oncology,-3.71244305438,-7.98973839977,3,Cluster 3: procedure-oriented + long training,7.00000000000,513000.000000,45.9259262085,procedure-dominant,1.00000000000,1.35365974903,-0.459040433168,0.105460032821,1.08682918549,0.442405641079,-0.257408052683,0.644543409348,-0.203769147396,1.26616609097
pediatric-surgery,Pediatric Surgery,-3.32108277618,-7.71618946904,3,Cluster 3: procedure-oriented + long training,7.00000000000,265000.000000,57.3033714294,procedure-dominant,1.00000000000,1.35365974903,-0.168391883373,0.105800688267,1.08682918549,-1.41238546371,0.991305410862,0.585881412029,0.368451833725,1.26616609097
surgical-critical-care,Surgical Critical Care,-1.63439077169,-8.55265422469,2,Cluster 2: research-light + procedure-oriented,6.00000000000,513000.000000,50.1340484619,mixed-procedural-clinical,0.500000000000,-0.797155261040,-0.459040433168,0.105460032821,1.08682918549,0.442405641079,2.01342034340,-0.503405213356,7.875531911850e-3,0.148500964046
vascular-surgery-independent,Vascular Surgery - Independent,-3.59931992272,-7.82981930058,3,Cluster 3: procedure-oriented + long training,7.00000000000,513000.000000,34.8754463196,procedure-dominant,1.00000000000,1.35365974903,-0.459040433168,0.105460032821,1.08682918549,0.442405641079,0.318883925676,0.282646179199,-0.759545683861,1.26616609097
congenital-cardiac-surgery,Congenital Cardiac Surgery,-3.67564624499,-8.04628731727,3,Cluster 3: procedure-oriented + long training,9.00000000000,513000.000000,36.3636360168,procedure-dominant,1.00000000000,2.78753638268,-0.459040433168,0.105460032821,1.08682918549,0.442405641079,-0.351767390966,1.05518794060,-0.684698104858,1.26616609097
pediatric-urology,Pediatric Urology,-0.830683253372,-3.86837130668,6,Cluster 6: high clinical intensity + higher female representation,7.00000000000,265000.000000,43.2432441711,procedure-dominant,1.00000000000,1.35365974903,1.75542485714,-0.546160340309,1.08682918549,-1.41238546371,0.991305410862,-0.225418806076,-0.338692873716,1.26616609097
